행정시,가맹점명,전화번호,주소,데이터기준일자
서귀포시,가람돌솥밥,064-738-1200,제주특별자치도 서귀포시 중문관광로 332,2022-03-31
서귀포시,중문착한고기,064-738-1210,제주특별자치도 서귀포시 천제연로188번길 2,2022-03-31
서귀포시,산지해장국서귀포점,064-738-1229,제주특별자치도 서귀포시 월드컵로 16,2022-03-31
서귀포시,오븐에빠진닭제주본점중문점,064-738-1236,제주특별자치도 서귀포시 천제연로 280,2022-03-31
서귀포시,대평수산회센타,064-738-1313,제주특별자치도 서귀포시 안덕면 창천리 914,2022-03-31
서귀포시,비바리킴,064-738-1330,제주특별자치도 서귀포시 신서로52번길 3-8,2022-03-31
서귀포시,대포횟집,064-738-1380,제주특별자치도 서귀포시 대포로 169,2022-03-31
서귀포시,중문생선구이,064-738-1474,제주특별자치도 서귀포시 중문관광로 323,2022-03-31
서귀포시,낙지마당,064-738-1524,제주특별자치도 서귀포시 신중로 73,2022-03-31
서귀포시,고집돌우럭중문점,064-738-1540,제주특별자치도 서귀포시 일주서로 879,2022-03-31
서귀포시,스타월드식자제마트서귀포점/주식회사 스타월드몰,064-738-1589,제주특별자치도 서귀포시 대청로 43,2022-03-31
서귀포시,큰갯물횟집,064-738-1625,제주특별자치도 서귀포시 대포로 161,2022-03-31
서귀포시,다정한식탁,064-738-1661,제주특별자치도 서귀포시 중문로81번길 5,2022-03-31
서귀포시,주식회사 제이스퀘어푸드,064-738-1723,제주특별자치도 서귀포시 천제연로 172-3,2022-03-31
서귀포시,중문통갈치조림구이색달식당,064-738-1741,제주특별자치도 서귀포시 색달중앙로 23,2022-03-31
서귀포시,맥시카나대평점,064-738-1770,제주특별자치도 서귀포시 안덕면 난드르로 4,2022-03-31
서귀포시,중문보말칼국수,064-738-1800,제주특별자치도 서귀포시 천제연로 190,2022-03-31
서귀포시,떡군이네떡볶이 신서귀포점,064-738-1853,제주특별자치도 서귀포시 신북로 50,2022-03-31
서귀포시,꽁떼네도르,064-738-1925,제주특별자치도 서귀포시 1100로 219,2022-03-31
서귀포시,도새기1982 신서귀포점,064-738-1982,제주특별자치도 서귀포시 신서귀로51번길 3,2022-03-31
서귀포시,하노이식당,064-738-1985,제주특별자치도 서귀포시 서호중로 84,2022-03-31
서귀포시,천지인가,064-738-2005,제주특별자치도 서귀포시 하예로 1-8,2022-03-31
서귀포시,괸당집중문점,064-738-2006,제주특별자치도 서귀포시 천제연로 223,2022-03-31
서귀포시,청년다방서귀포신시가지점,064-738-2020,제주특별자치도 서귀포시 신서로52번길 24,2022-03-31
서귀포시,중문색달통갈치,064-738-2088,제주특별자치도 서귀포시 일주서로 993,2022-03-31
서귀포시,중문아구찜,064-738-2090,제주특별자치도 서귀포시 중문상로 41,2022-03-31
서귀포시,제주절리,064-738-2100,제주특별자치도 서귀포시 이어도로 293,2022-03-31
서귀포시,약천사휴게소,064-738-2100,제주특별자치도 서귀포시 하원동 1695-2,2022-03-31
서귀포시,유니스낵,064-738-2122,제주특별자치도 서귀포시 김정문화로27번길 26,2022-03-31
서귀포시,중문조림식당,064-738-2129,제주특별자치도 서귀포시 천제연로 170,2022-03-31
서귀포시,동도원,064-738-2201,제주특별자치도 서귀포시 이어도로 189,2022-03-31
서귀포시,풍향가든,064-738-2220,제주특별자치도 서귀포시 이어도로 770,2022-03-31
서귀포시,풍향편의점,064-738-2220,제주특별자치도 서귀포시 이어도로 770,2022-03-31
서귀포시,주식회사 탐궁신시가지점,064-738-2223,제주특별자치도 서귀포시 대청로 37,2022-03-31
서귀포시,오늘족발치킨먹자,064-738-2225,제주특별자치도 서귀포시 안덕면 대평감산로 35,2022-03-31
서귀포시,정인이네식당,064-738-2231,제주특별자치도 서귀포시 천제연로188번길 12,2022-03-31
서귀포시,청춘감성쌀핫도그중문점,064-738-2247,제주특별자치도 서귀포시 천제연로 223-1,2022-03-31
서귀포시,소소식당,064-738-2257,제주특별자치도 서귀포시 대포로 81,2022-03-31
서귀포시,송사부수제쌀고로케,064-738-2263,제주특별자치도 서귀포시 일주동로 9209,2022-03-31
서귀포시,정가네,064-738-2321,제주특별자치도 서귀포시 안덕면 소기왓로 7,2022-03-31
서귀포시,오늘은식당,064-738-2400,제주특별자치도 서귀포시 하예동 1829-4,2022-03-31
서귀포시,블루마스터클래식,064-738-2406,제주특별자치도 서귀포시 신서로48번길 20-10,2022-03-31
서귀포시,일광회센터,064-738-2411,제주특별자치도 서귀포시 천제연로 142,2022-03-31
서귀포시,주식회사 씨와이티,064-738-2457,제주특별자치도 서귀포시 일주서로 1240,2022-03-31
서귀포시,도래물슈퍼,064-738-2541,제주특별자치도 서귀포시 중산간서로 664,2022-03-31
서귀포시,덤장,064-738-2550,제주특별자치도 서귀포시 천제연로 17,2022-03-31
서귀포시,부어치킨예래점,064-738-2564,제주특별자치도 서귀포시 논짓물로48번길 3,2022-03-31
서귀포시,나루터,064-738-2620,제주특별자치도 서귀포시 천제연로188번길 6,2022-03-31
서귀포시,어머니횟집,064-738-2641,제주특별자치도 서귀포시 천제연로 185,2022-03-31
서귀포시,순대골,064-738-2644,제주특별자치도 서귀포시 예래로 442-1,2022-03-31
서귀포시,깜장돈돈돈,064-738-2676,제주특별자치도 서귀포시 막숙포로 46,2022-03-31
서귀포시,명가보쌈중문점,064-738-2809,제주특별자치도 서귀포시 중문상로 39,2022-03-31
서귀포시,해심갈비,064-738-2820,제주특별자치도 서귀포시 천제연로 203-4,2022-03-31
서귀포시,준미네슈퍼,064-738-2830,제주특별자치도 서귀포시 1100로 178,2022-03-31
서귀포시,비비큐치킨 제주중문점,064-738-2838,제주특별자치도 서귀포시 중문관광로301번길 3,2022-03-31
서귀포시,우성식당,064-738-2878,제주특별자치도 서귀포시 색달중앙로 77,2022-03-31
서귀포시,예원회수산,064-738-2900,제주특별자치도 서귀포시 중문상로 58-7,2022-03-31
서귀포시,오조미야,064-738-2929,제주특별자치도 서귀포시 성산읍 해맞이해안로 2690,2022-03-31
서귀포시,시온푸드,064-738-2942,제주특별자치도 서귀포시 대포로 75,2022-03-31
서귀포시,주식회사아일랜드조이,064-738-3003,제주특별자치도 서귀포시 중문관광로110번길 32,2022-03-31
서귀포시,제줏댁,064-738-3006,제주특별자치도 서귀포시 천제연로207번길 7,2022-03-31
서귀포시,멕시카나 신서귀포점,064-738-3007,제주특별자치도 서귀포시 서호중앙로 55,2022-03-31
서귀포시,번개불,064-738-3055,제주특별자치도 서귀포시 신서로48번길 51-6,2022-03-31
서귀포시,수변식당,064-738-3067,제주특별자치도 서귀포시 대포로 10,2022-03-31
서귀포시,구쟁기가김밥속에 본점,064-738-3088,제주특별자치도 서귀포시 중문로26번길 11-10,2022-03-31
서귀포시,돼지삼형제,064-738-3092,제주특별자치도 서귀포시 천제연로232번길 16,2022-03-31
서귀포시,천제연토속,064-738-3120,제주특별자치도 서귀포시 천제연로 45,2022-03-31
서귀포시,쉬멍해장국중문점,064-738-3130,제주특별자치도 서귀포시 천제연로 85,2022-03-31
서귀포시,돈가마을,064-738-3150,제주특별자치도 서귀포시 회수동 973-2,2022-03-31
서귀포시,엉덩물횟집,064-738-3191,제주특별자치도 서귀포시 중문관광로72번길 29-9,2022-03-31
서귀포시,파리바게뜨 중문점,064-738-3200,제주특별자치도 서귀포시 천제연로 186,2022-03-31
서귀포시,담에랑또,064-738-3205,제주특별자치도 서귀포시 서호중로 86,2022-03-31
서귀포시,샨티,064-738-3241,제주특별자치도 서귀포시 중문로 22-1,2022-03-31
서귀포시,틈새식당,064-738-3266,제주특별자치도 서귀포시 중문동 2007-1,2022-03-31
서귀포시,월드컵흑돼지,064-738-3292,제주특별자치도 서귀포시 월드컵로 74,2022-03-31
서귀포시,월드컵정육점,064-738-3292,제주특별자치도 서귀포시 월드컵로 84,2022-03-31
서귀포시,죠스떡볶이 제주중문점,064-738-3318,제주특별자치도 서귀포시 천제연로 239,2022-03-31
서귀포시,코사마트,064-738-3340,제주특별자치도 서귀포시 강정동 2628-1,2022-03-31
서귀포시,색달돈가,064-738-3345,제주특별자치도 서귀포시 색달로61번길 46,2022-03-31
서귀포시,청해원,064-738-3353,제주특별자치도 서귀포시 천제연로 198,2022-03-31
서귀포시,중문미리내김밥,064-738-3377,제주특별자치도 서귀포시 천제연로 170,2022-03-31
서귀포시,더심플,064-738-3382,제주특별자치도 서귀포시 서호남로32번길 10-6,2022-03-31
서귀포시,더심플,064-738-3382,제주특별자치도 서귀포시 서호남로32번길 10-6,2022-03-31
서귀포시,구이구이돌담집,064-738-3392,제주특별자치도 서귀포시 신서로32번길 8,2022-03-31
서귀포시,형제도식당본점,064-738-3407,제주특별자치도 서귀포시 일주서로 915,2022-03-31
서귀포시,보리솔식당,064-738-3466,제주특별자치도 서귀포시 예래로 97,2022-03-31
서귀포시,중문코사마트,064-738-3474,제주특별자치도 서귀포시 중문동 2018-2,2022-03-31
서귀포시,제주섬나무,064-738-3512,제주특별자치도 서귀포시 김정문화로 47,2022-03-31
서귀포시,중앙통닭마농치킨2호점,064-738-3521,제주특별자치도 서귀포시 중앙로62번길 13,2022-03-31
서귀포시,오늘은 춘봉이네,064-738-3523,제주특별자치도 서귀포시 김정문화로 59,2022-03-31
서귀포시,주식회사 강정마트,064-738-3569,제주특별자치도 서귀포시 대청로 43,2022-03-31
서귀포시,스토리즈725,064-738-3600,제주특별자치도 서귀포시 대청로25번길 10,2022-03-31
서귀포시,더디퍼,064-738-3648,제주특별자치도 서귀포시 서호남로32번길 28,2022-03-31
서귀포시,피제리아3657,064-738-3658,제주특별자치도 서귀포시 안덕면 난드르로 56,2022-03-31
서귀포시,예래고을,064-738-3714,제주특별자치도 서귀포시 상예로 238,2022-03-31
서귀포시,파주닭국수 (제주점),064-738-3719,제주특별자치도 서귀포시 신동로67번길 13,2022-03-31
서귀포시,오렌지가든,064-738-3767,제주특별자치도 서귀포시 천제연로 292,2022-03-31
서귀포시,소낭집,064-738-3776,제주특별자치도 서귀포시 막숙포로37번길 12,2022-03-31
서귀포시,서귀포흑돼지제주집,064-738-3793,제주특별자치도 서귀포시 신서귀로51번길 5,2022-03-31
서귀포시,삼거리슈퍼,064-738-3862,제주특별자치도 서귀포시 안덕면 창천리 831,2022-03-31
서귀포시,주식회사 라림,064-738-3869,제주특별자치도 서귀포시 안덕면 대평로 39,2022-03-31
서귀포시,주식회사 중문수원,064-738-3875,제주특별자치도 서귀포시 천제연로 83,2022-03-31
서귀포시,고가네,064-738-3877,제주특별자치도 서귀포시 천제연로214번길 4,2022-03-31
서귀포시,운정이네중문점,064-738-3883,제주특별자치도 서귀포시 중산간서로 726,2022-03-31
서귀포시,중문정든해장국집,064-738-3955,제주특별자치도 서귀포시 일주서로 773,2022-03-31
서귀포시,예촌삼계탕,064-738-3966,제주특별자치도 서귀포시 상예로 249-9,2022-03-31
서귀포시,킹마트분식,064-738-3985,제주특별자치도 서귀포시 중문동 2184-1,2022-03-31
서귀포시,지코바신시가지,064-738-3995,제주특별자치도 서귀포시 대청로 12,2022-03-31
서귀포시,한국콘도매점,064-738-4000,제주특별자치도 서귀포시 중문관광로72번길 29-29,2022-03-31
서귀포시,섬떡볶이,064-738-4006,제주특별자치도 서귀포시 중문관광로72번길 29-9,2022-03-31
서귀포시,대포해송,064-738-4060,제주특별자치도 서귀포시 이어도로 200-7,2022-03-31
서귀포시,류차이,064-738-4149,제주특별자치도 서귀포시 중문관광로 330,2022-03-31
서귀포시,중문농업협동조합(자재과),064-738-4177,제주특별자치도 서귀포시 천제연로 199,2022-03-31
서귀포시,중문농협하나로마트,064-738-4179,제주특별자치도 서귀포시 천제연로 193,2022-03-31
서귀포시,중문농업협동조합,064-738-4179,제주특별자치도 서귀포시 천제연로 199,2022-03-31
서귀포시,중문농업협동조합,064-738-4180,제주특별자치도 서귀포시 천제연로 199,2022-03-31
서귀포시,중문농협(직판장),064-738-4180,제주특별자치도 서귀포시 천제연로 199,2022-03-31
서귀포시,중문농업협동조합예래지점,064-738-4182,제주특별자치도 서귀포시 상예로 4-2,2022-03-31
서귀포시,은희네해장국 중문점,064-738-4242,제주특별자치도 서귀포시 중문관광로 348,2022-03-31
서귀포시,중문막썰어횟집,064-738-4311,제주특별자치도 서귀포시 중문상로17번길 4,2022-03-31
서귀포시,불막열삼신서귀포점,064-738-4397,제주특별자치도 서귀포시 신서로48번길 12,2022-03-31
서귀포시,돈대박,064-738-4400,제주특별자치도 서귀포시 예래로 435,2022-03-31
서귀포시,춘흥뷔페,064-738-4434,제주특별자치도 서귀포시 1100로49번길 52,2022-03-31
서귀포시,브릿지163.착한삼춘,064-738-4490,제주특별자치도 서귀포시 월드컵로 163,2022-03-31
서귀포시,한라산불뚝이,064-738-4492,제주특별자치도 서귀포시 천제연로 198,2022-03-31
서귀포시,하나로국밥,064-738-4514,제주특별자치도 서귀포시 천제연로 222-2,2022-03-31
서귀포시,포베이서귀포신시가지점,064-738-4522,제주특별자치도 서귀포시 대청로25번길 10-10,2022-03-31
서귀포시,디피일오구(dp159),064-738-4554,제주특별자치도 서귀포시 대포로 159,2022-03-31
서귀포시,사해방흑돼지,064-738-4577,제주특별자치도 서귀포시 천제연로 263,2022-03-31
서귀포시,만나식당,064-738-4588,제주특별자치도 서귀포시 이어도로 870,2022-03-31
서귀포시,해사랑,064-738-4588,제주특별자치도 서귀포시 이어도로 870,2022-03-31
서귀포시,동백정원,064-738-4592,제주특별자치도 서귀포시 이어도로343번길 117,2022-03-31
서귀포시,소문난해운대암소갈비,064-738-4784,제주특별자치도 서귀포시 중정로91번길 12-1,2022-03-31
서귀포시,농업회사법인제가원주식회사,064-738-4789,제주특별자치도 서귀포시 이어도로 683,2022-03-31
서귀포시,통큰갈비 중문점,064-738-4800,제주특별자치도 서귀포시 천제연로 357,2022-03-31
서귀포시,과수원민박가든,064-738-4862,제주특별자치도 서귀포시 색달로 22,2022-03-31
서귀포시,뿔소라몽땅,064-738-4902,제주특별자치도 서귀포시 이어도로 866-27,2022-03-31
서귀포시,이심전심,064-738-4945,제주특별자치도 서귀포시 중앙로47번길 5,2022-03-31
서귀포시,나성수두리보말톳칼국수,064-738-4949,제주특별자치도 서귀포시 천제연로 186-1,2022-03-31
서귀포시,해성정육마트,064-738-4987,제주특별자치도 서귀포시 천제연로 154,2022-03-31
서귀포시,오룸(5room),064-738-5015,제주특별자치도 서귀포시 이어도로 923-1,2022-03-31
서귀포시,츄러스점빵,064-738-5180,제주특별자치도 서귀포시 신동로67번길 28,2022-03-31
서귀포시,대신축산유통2호점,064-738-5208,제주특별자치도 서귀포시 천제연로 158,2022-03-31
서귀포시,매모루 축산,064-738-5233,제주특별자치도 서귀포시 강정동 4445-22,2022-03-31
서귀포시,삼강식당중문점,064-738-5242,제주특별자치도 서귀포시 천제연로178번길 3,2022-03-31
서귀포시,올레길밥상,064-738-5253,제주특별자치도 서귀포시 월드컵로 171,2022-03-31
서귀포시,서림향,064-738-5255,제주특별자치도 서귀포시 서호호근로 147,2022-03-31
서귀포시,다가온추어탕,064-738-5265,제주특별자치도 서귀포시 동홍남로 71,2022-03-31
서귀포시,도순고기국수,064-738-5280,제주특별자치도 서귀포시 일주서로 409,2022-03-31
서귀포시,돌아온놀부네,064-738-5299,제주특별자치도 서귀포시 신동로47번길 9,2022-03-31
서귀포시,제라진,064-738-5420,제주특별자치도 서귀포시 1100로 6,2022-03-31
서귀포시,서귀포시축협 하나로마트 신시가지점,064-738-5434,제주특별자치도 서귀포시 서호남로 65,2022-03-31
서귀포시,무성향,064-738-5453,제주특별자치도 서귀포시 중앙로4번길 7,2022-03-31
서귀포시,올레하르방순대,064-738-5458,제주특별자치도 서귀포시 이어도로 572-1,2022-03-31
서귀포시,솔가,064-738-5488,제주특별자치도 서귀포시 예래로 307,2022-03-31
서귀포시,목포고을 본점,064-738-5551,제주특별자치도 서귀포시 일주서로 968-5,2022-03-31
서귀포시,빌라메르시,064-738-5566,제주특별자치도 서귀포시 소기왓로 81-22,2022-03-31
서귀포시,봉자매,064-738-5578,제주특별자치도 서귀포시 이어도로 925,2022-03-31
서귀포시,어멍구이,064-738-5579,제주특별자치도 서귀포시 천제연로208번길 4,2022-03-31
서귀포시,상하이예래점,064-738-5590,제주특별자치도 서귀포시 예래로 436-1,2022-03-31
서귀포시,고사리식당,064-738-5592,제주특별자치도 서귀포시 중문상로 41,2022-03-31
서귀포시,박서방중화요리,064-738-5600,제주특별자치도 서귀포시 신동로67번길 31,2022-03-31
서귀포시,서호반점,064-738-5600,제주특별자치도 서귀포시 신동로67번길 31,2022-03-31
서귀포시,서호반점,064-738-5600,제주특별자치도 서귀포시 신동로67번길 31,2022-03-31
서귀포시,초계명가,064-738-5656,제주특별자치도 서귀포시 안덕면 대평감산로 38,2022-03-31
서귀포시,김밥형님 볶이아우,064-738-5663,제주특별자치도 서귀포시 천제연로 192-1,2022-03-31
서귀포시,장수해장국,064-738-5667,제주특별자치도 서귀포시 천제연로 152,2022-03-31
서귀포시,쪼꼬미분식,064-738-5752,제주특별자치도 서귀포시 신동로67번길 27,2022-03-31
서귀포시,소낭밭,064-738-5777,제주특별자치도 서귀포시 대포복개로110번길 133,2022-03-31
서귀포시,낙지올래,064-738-5799,제주특별자치도 서귀포시 천제연로 238-1,2022-03-31
서귀포시,쉬는팡,064-738-5833,제주특별자치도 서귀포시 상예로 244,2022-03-31
서귀포시,쉬는팡가든,064-738-5833,제주특별자치도 서귀포시 상예로 248,2022-03-31
서귀포시,뜨레피아,064-738-5848,제주특별자치도 서귀포시 하원동 1496-1,2022-03-31
서귀포시,병천한가네순대국밥,064-738-5878,제주특별자치도 서귀포시 중산간동로 8359,2022-03-31
서귀포시,착한밥상,064-738-5880,제주특별자치도 서귀포시 중앙로150번길 77,2022-03-31
서귀포시,동남골식당,064-738-5905,제주특별자치도 서귀포시 중문동 2006,2022-03-31
제주시,담아래,064-738-5917,제주특별자치도 제주시 수목원길 23,2022-03-31
서귀포시,가시어멍,064-738-5922,제주특별자치도 서귀포시 중문로5번길 13,2022-03-31
서귀포시,지코바치킨중문점,064-738-5930,제주특별자치도 서귀포시 중문상로82번길 15,2022-03-31
서귀포시,이씨네수라간,064-738-5957,제주특별자치도 서귀포시 신동로27번길 42,2022-03-31
서귀포시,좋은가든,064-738-6003,제주특별자치도 서귀포시 예래로 255-24,2022-03-31
서귀포시,피자클래스중문신시가지점,064-738-6005,제주특별자치도 서귀포시 천제연로207번길 12,2022-03-31
서귀포시,흑돼지구이집하영,064-738-6011,제주특별자치도 서귀포시 천제연로 101,2022-03-31
서귀포시,흑돼지구이집하영,064-738-6011,제주특별자치도 서귀포시 천제연로 101,2022-03-31
서귀포시,대포동산횟집,064-738-6060,제주특별자치도 서귀포시 이어도로 164,2022-03-31
서귀포시,줄서서먹는짜장신시가지점,064-738-6165,제주특별자치도 서귀포시 일주동로 9217,2022-03-31
서귀포시,민영식당,064-738-6197,제주특별자치도 서귀포시 소보리당로 7,2022-03-31
서귀포시,동숙이카페,064-738-6225,제주특별자치도 서귀포시 중문상로 58-5,2022-03-31
서귀포시,중문정,064-738-6264,제주특별자치도 서귀포시 상예로 226,2022-03-31
서귀포시,중문대들보,064-738-6266,제주특별자치도 서귀포시 천제연로 135,2022-03-31
서귀포시,초록마을 제주혁신도시점,064-738-6285,제주특별자치도 서귀포시 대청로 33,2022-03-31
서귀포시,초록마을 서귀포중문점,064-738-6289,제주특별자치도 서귀포시 천제연로 239,2022-03-31
서귀포시,춘천명동닭갈비 중문점,064-738-6292,제주특별자치도 서귀포시 중문로 3,2022-03-31
서귀포시,KFC서귀포중문DT점,064-738-6306,제주특별자치도 서귀포시 중문관광로 90,2022-03-31
서귀포시,생수천가든,064-738-6322,제주특별자치도 서귀포시 색달로81번길 53,2022-03-31
서귀포시,중문대양횟집,064-738-6333,제주특별자치도 서귀포시 천제연로207번길 9,2022-03-31
서귀포시,일품순두부중문점,064-738-6336,제주특별자치도 서귀포시 천제연로 268,2022-03-31
서귀포시,맛디댜피자,064-738-6373,제주특별자치도 서귀포시 천제연로 264,2022-03-31
서귀포시,해중,064-738-6392,제주특별자치도 서귀포시 천제연로188번길 17,2022-03-31
서귀포시,(주)제주국제컨벤션센터,064-738-6400,제주특별자치도 서귀포시 중문관광로 224,2022-03-31
서귀포시,전복나라/(주)제주국제컨벤션센터,064-738-6400,제주특별자치도 서귀포시 중문관광로 224,2022-03-31
서귀포시,글라가게,064-738-6447,제주특별자치도 서귀포시 색달중앙로 218,2022-03-31
서귀포시,정승휴게슈퍼,064-738-6447,제주특별자치도 서귀포시 색달중앙로 218,2022-03-31
서귀포시,고기정류장,064-738-6455,제주특별자치도 서귀포시 천제연로 137,2022-03-31
서귀포시,파리바게뜨서귀포월드컵점,064-738-6505,제주특별자치도 서귀포시 신서귀로 3,2022-03-31
서귀포시,제주다온가,064-738-6517,제주특별자치도 서귀포시 안덕면 난드르로 6-1,2022-03-31
서귀포시,범섬화덕,064-738-6540,제주특별자치도 서귀포시 월드컵로 161-1,2022-03-31
서귀포시,까망돼지,064-738-6543,제주특별자치도 서귀포시 색달중앙로 21,2022-03-31
서귀포시,장위동유성등심집제주점,064-738-6626,제주특별자치도 서귀포시 일주서로 968-10,2022-03-31
서귀포시,치킨마루 신서귀포점,064-738-6668,제주특별자치도 서귀포시 신동로47번길 10-12,2022-03-31
서귀포시,탐랑성,064-738-6669,제주특별자치도 서귀포시 이어도로 689,2022-03-31
서귀포시,횟집바다목장,064-738-6699,제주특별자치도 서귀포시 예래해안로 253,2022-03-31
서귀포시,정직한통닭중문점,064-738-6734,제주특별자치도 서귀포시 천제연로213번길 44,2022-03-31
서귀포시,정직한통닭중문점,064-738-6734,제주특별자치도 서귀포시 천제연로213번길 44,2022-03-31
서귀포시,한마음서울,064-738-6788,제주특별자치도 서귀포시 월드컵로 33,2022-03-31
서귀포시,중문아리랑,064-738-6800,제주특별자치도 서귀포시 1100로 38,2022-03-31
서귀포시,두마리찜닭서귀포중문점,064-738-6808,제주특별자치도 서귀포시 대포중앙로 14,2022-03-31
서귀포시,제주다음,064-738-6848,제주특별자치도 서귀포시 보목포로 27,2022-03-31
서귀포시,꾸브라꼬숯불두마리치킨중문점,064-738-6990,제주특별자치도 서귀포시 천제연로 266,2022-03-31
서귀포시,해성마트,064-738-7030,제주특별자치도 서귀포시 천제연로 131-8,2022-03-31
서귀포시,연돈,064-738-7060,제주특별자치도 서귀포시 일주서로 968-10,2022-03-31
서귀포시,누구나홀딱반한닭강정점,064-738-7070,제주특별자치도 서귀포시 신서로32번길 12,2022-03-31
서귀포시,세옥식당,064-738-7121,제주특별자치도 서귀포시 도순로 1,2022-03-31
서귀포시,이조은식당,064-738-7123,제주특별자치도 서귀포시 천제연로 97,2022-03-31
서귀포시,장터밥상,064-738-7176,제주특별자치도 서귀포시 천제연로188번길 7,2022-03-31
서귀포시,시끌벅적분식,064-738-7277,제주특별자치도 서귀포시 김정문화로 66,2022-03-31
서귀포시,중문흑돼지천국,064-738-7292,제주특별자치도 서귀포시 이어도로 137,2022-03-31
서귀포시,서귀정,064-738-7358,제주특별자치도 서귀포시 신서로48번길 51-8,2022-03-31
서귀포시,정직한돈중문점,064-738-7384,제주특별자치도 서귀포시 일주서로 827,2022-03-31
서귀포시,난드르 깡통구이,064-738-7385,제주특별자치도 서귀포시 안덕면 대평감산로 14,2022-03-31
서귀포시,한스패밀리주식회사,064-738-7386,제주특별자치도 서귀포시 중문관광로 321,2022-03-31
서귀포시,대신가든,064-738-7388,제주특별자치도 서귀포시 천제연로232번길 15,2022-03-31
서귀포시,꾹이네분식,064-738-7389,제주특별자치도 서귀포시 신북로 12,2022-03-31
서귀포시,윤가우동중문본점,064-738-7400,제주특별자치도 서귀포시 천제연로 178,2022-03-31
서귀포시,뷰티플마켓,064-738-7407,제주특별자치도 서귀포시 이어도로253번길 22-16,2022-03-31
서귀포시,제주양반갈비법환점,064-738-7499,제주특별자치도 서귀포시 이어도로 866-35,2022-03-31
서귀포시,유박사참숯갈비,064-738-7500,제주특별자치도 서귀포시 서호남로32번길 10-1,2022-03-31
서귀포시,주식회사 리볼버,064-738-7537,제주특별자치도 서귀포시 예래로 31,2022-03-31
서귀포시,부엌,064-738-7588,제주특별자치도 서귀포시 호근서호로 112,2022-03-31
서귀포시,(주)테디베어뮤지엄,064-738-7601,제주특별자치도 서귀포시 중문관광로110번길 31,2022-03-31
서귀포시,우정회센타중문점,064-738-7644,제주특별자치도 서귀포시 천제연로 179,2022-03-31
서귀포시,모이세해장국중문점,064-738-7678,제주특별자치도 서귀포시 중문관광로 23,2022-03-31
서귀포시,올레안뜰,064-738-7720,제주특별자치도 서귀포시 법환로 24,2022-03-31
서귀포시,또 시루,064-738-7724,제주특별자치도 서귀포시 대청로 29,2022-03-31
서귀포시,안녕.좋은하루,064-738-7745,제주특별자치도 서귀포시 예래로 454,2022-03-31
서귀포시,맛있는아구찜,064-738-7749,제주특별자치도 서귀포시 천제연로 191,2022-03-31
서귀포시,용흥정가네식당,064-738-7754,제주특별자치도 서귀포시 용흥로38번길 108,2022-03-31
서귀포시,용흥정가네식당,064-738-7754,제주특별자치도 서귀포시 용흥로38번길 108,2022-03-31
서귀포시,오르막가든,064-738-7755,제주특별자치도 서귀포시 대포중앙로 12,2022-03-31
서귀포시,기원뚝배기,064-738-7758,제주특별자치도 서귀포시 색달중앙로 22,2022-03-31
서귀포시,샤브마니아 신서귀포점,064-738-7774,제주특별자치도 서귀포시 신서귀로 45,2022-03-31
서귀포시,사해방,064-738-7775,제주특별자치도 서귀포시 천제연로 263,2022-03-31
서귀포시,네네치킨 중문점,064-738-7792,제주특별자치도 서귀포시 천제연로 191,2022-03-31
서귀포시,서원개발,064-738-7830,제주특별자치도 서귀포시 중문관광로72번길 29-9,2022-03-31
서귀포시,신우성흑돼지,064-738-7830,제주특별자치도 서귀포시 중문관광로72번길 29-9,2022-03-31
서귀포시,쏭타이,064-738-7831,제주특별자치도 서귀포시 중문관광로72번길 29-9,2022-03-31
서귀포시,이공이시,064-738-7832,제주특별자치도 서귀포시 중문관광로72번길 29-9,2022-03-31
서귀포시,중문훼미리콘도미니엄,064-738-7871,제주특별자치도 서귀포시 소보리당로164번길 83,2022-03-31
서귀포시,제주흑돈만두중문,064-738-7887,제주특별자치도 서귀포시 천제연로 179,2022-03-31
서귀포시,천돈가 중문 본점,064-738-7889,제주특별자치도 서귀포시 일주서로 873,2022-03-31
제주시,사토,064-738-7892,제주특별자치도 제주시 연동3길 36,2022-03-31
서귀포시,제주해조네보말성게전문점,064-738-7908,제주특별자치도 서귀포시 안덕면 대평감산로 12,2022-03-31
서귀포시,새코롬,064-738-7984,제주특별자치도 서귀포시 중산간서로 777,2022-03-31
서귀포시,제주소문난감자탕,064-738-7989,제주특별자치도 서귀포시 상예로 224,2022-03-31
서귀포시,탐라만찬,064-738-7997,제주특별자치도 서귀포시 소보리당로164번길 62,2022-03-31
서귀포시,농업회사법인주식회사중문랜드,064-738-7997,제주특별자치도 서귀포시 일주서로 1120,2022-03-31
서귀포시,Cafe Lucia's,064-738-8003,제주특별자치도 서귀포시 안덕면 난드르로 49-17,2022-03-31
서귀포시,석이네식당,064-738-8008,제주특별자치도 서귀포시 신서귀로 26,2022-03-31
서귀포시,해원음식점,064-738-8081,제주특별자치도 서귀포시 중문동 1864-8,2022-03-31
서귀포시,마당별,064-738-8086,제주특별자치도 서귀포시 천제연로 326,2022-03-31
서귀포시,미스제주가든,064-738-8112,제주특별자치도 서귀포시 천제연로 145,2022-03-31
서귀포시,옛날손순대,064-738-8124,제주특별자치도 서귀포시 중문동 2026,2022-03-31
서귀포시,중문솥뚜껑,064-738-8131,제주특별자치도 서귀포시 이어도로 81,2022-03-31
